name,img,url,logo,category,description,location
NewJuice,https://www.sunwaypyramid.com/static/shops/c2daaf3746bc2bf0f3a05987da314391/w768-crop.jpg,https://www.sunwaypyramid.com/directory/newjuice,https://www.sunwaypyramid.com/static/shops/e3ba328d60c6ea345044c7a39cfde5cb/w768.png,Food & Beverages,,LG2.72A (Lower Ground 2 Floor)
Nike,https://www.sunwaypyramid.com/static/shops/a55b9889e0e02d9cd5e57ac6fb80a98a/w768-crop.jpg,https://www.sunwaypyramid.com/directory/nike,https://www.sunwaypyramid.com/static/shops/28ff0ddc69c1f5b3c10f76230cc731ec/w768.png,Fashion,"NIKE, named for the Greek goddess of victory, is the world's #1 shoe and apparel company. It designs, develops, and sells a variety of products to help in playing basketball and soccer (football), as well as in running, men's and women's training, and other action sports. Under its namesake brand, NIKE also markets sports-inspired products for children and various competitive and recreational activities; it also sells sportswear under the Converse and Hurley brands.
NIKE’s vision statement uses the word “remain,” which indicates that the company already considers its brand as the most authentic, connected, and distinctive in the global market for sporting goods and related products. The “authentic” component of the corporate vision statement shows that the company aims to make its products deliver high performance to consumers. On the other hand, the “connected” component is about ensuring consumers’ personal connection with the brand.",G1.67 (Ground Floor)
No.1 Gadget,https://www.sunwaypyramid.com/static/shops/1d7b3448465e4b015dcbe296c18a8ff1/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/no1-gadget,https://www.sunwaypyramid.com/static/shops/f051554495f9f3939f278f0f1f322279/w768.png,Asian Avenue,,F1.AV.113 & 115 (First Floor)
Nursing Scarf,https://www.sunwaypyramid.com/static/shops/9b4722bd80f7da88b199018b67d24963/w768-crop.jpg,https://www.sunwaypyramid.com/directory/nursing-scarf,https://www.sunwaypyramid.com/static/shops/1f66e472d5aa4add0276f84e0b7ecc15/w768.png,Amenities/Facilities,"Nurse your baby with ease, comfort and style. Loan a nursing scarf for your convenience at any Concierge!
*T&C Apply.
• RM50 refundable deposit will be collected.
• 4 hours of usage.
• Keep space for the baby to breathe to avoid suffocating.",G1.INFO & LG2.INFO (MARRAKESH) (Lower Ground 2 Floor)
O.W.L,https://www.sunwaypyramid.com/static/shops/7ea4dd10e1b59088a340469364ec7963/w768-crop.jpg,https://www.sunwaypyramid.com/directory/owl,https://www.sunwaypyramid.com/static/shops/1f3a2250523c325d482cfd4f265a40e5/w768.png,Eyewear,"O.W.L is an eyewear brand that designed frames to satisfy the demands of young adults and fashioners who required comfort, protection and optimum vision.
O.W.L Glasses are not only a fashion statement but a symbol of authenticity. Being one of the most sought after brands. Each individual frame from the OWL Glasses range is crated like an art piece to satisfy the need of consumers.
If O.W.L were a person, we would be the friendly neighbour, the easy-going friend - always sincere and approachable, candid and democratic",LG1.39 (Lower Ground 1 Floor)
OASIS Avenue,https://www.sunwaypyramid.com/static/shops/2ba7f735eb4df4a8383b10d35ff1b903/w768-crop.jpg,https://www.sunwaypyramid.com/directory/oasis-avenue,https://www.sunwaypyramid.com/static/shops/32593631290119fc0afdf9e22ac5341a/w768.png,Event,,LG2 (Lower Ground 2 Floor)
OASIS Foyer,https://www.sunwaypyramid.com/static/shops/27474c0d12806d47d3db1632d2cbd0b3/w768-crop.jpg,https://www.sunwaypyramid.com/directory/oasis-foyer,https://www.sunwaypyramid.com/static/shops/46c93ecea993ce4eada30f3d4c12d97e/w768.png,Event,,LG1 (Lower Ground 1 Floor)
OASIS Lobby,https://www.sunwaypyramid.com/static/shops/98cbb8f651c65ffd1de2cdc089c941dd/w768-crop.jpg,https://www.sunwaypyramid.com/directory/oasis-lobby,https://www.sunwaypyramid.com/static/shops/dd786c2654b2ca6b56c564a95c99a451/w768.png,Event,,GF (Ground Floor)
OASIS Rewards Counter,https://www.sunwaypyramid.com/static/shops/8c120e85b832b10e2c8659c873b7a0f6/w768-crop.jpg,https://www.sunwaypyramid.com/directory/oasis-rewards-counter,https://www.sunwaypyramid.com/static/shops/d4b68b4ec058db7c833742a6c58f8789/w768.png,Event,,LG2 (Lower Ground 2 Floor)
OBJET,https://www.sunwaypyramid.com/static/shops/2d9c0ea80170b015e9383800be8251d6/w768-crop.jpg,https://www.sunwaypyramid.com/directory/objet,https://www.sunwaypyramid.com/static/shops/3462afe850d39d99bf6d2b8fd410af13/w768.png,Home & Living,"HOME… where memories are made and laughter is shared.
The ultimate experience is to relax in the luxuries of a home. At Objet, that becomes a reality. Objet stocks a variety of merchandise and products designed to furnish every living space of a home, from kitchen to dining room, living to bedroom and bathroom to every imaginable nook and cranny. Intricate or simple, lavish or cozy, opulent or post-modern minimalism – Objet has something that suits different moods, styles and tastes for any and every occasion with family and friends.
Objet Sunway Pyramid is our very first store. The aisles of Objet are stocked with functional items that accentuate beautiful moments, with a wide range of products that fulfill homely desires. Home-owners will be spoilt for choice with an array of competitively-priced products that range from classic to stylish and from decorative to functional. There is something for every home at Objet.",LG1.96 (Lower Ground 1 Floor)
Obermain,https://www.sunwaypyramid.com/static/shops/8f63b7ac5ada8748fa43b4995004319c/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/obermain,https://www.sunwaypyramid.com/static/shops/34ed87ad2c794b5038a81be4866d5768/w768.png,Bags & Leather Goods,"An icon of comfortable dress shoes, Obermain which has made its mark among competitor brands, is now back in Sunway Pyramid!
1888 was the year Obermain began creating quality shoes and boots in Burgkunstadt, a town on the Upper Main River whose leather goods were sought by elite professionals in turn of the century Germany. Burgkunstadt’s legacy of craftsmanship and material excellence lives on today – in shoes, bags, and accessories designed by Obermain to continue our proud tradition.
Obermain invites men and women to step into a new kind of comfort, the kind that overcomes outdated compromises that pit form versus function, wearability versus appeal, and tradition versus modernity. Where quality workmanship and materials assure durability. Where special comfort features make every step – leisurely on brisk, on carpet or concrete – lighter, softer, more flexible, and more secure. Where style means a contemporary touch and updated details that set you at ease weekdays and weekends. The perfect union of quality, comfort, and style. Obermain is made for striding with confidence through every walk of life.
We design our products to be loved and used for a long time. We may apply classic silhouettes or re-interpret them with a twist. If we do this, we must keep the shoe silhouette recognizable. We are not slaves to fashion, yet we may adapt trends as touches of modernity—subtly and tastefully.
“OBERMAIN = PROFESSIONALS”………..…..Who value quality, expecting total comfort from their daily attire. They are the reason and the inspiration for everything Obermain stands for Elegant | Refined | Confident | Smart | Urban I Sophisticated | Intelligent | Charming",LG1.80 (Lower Ground 1 Floor)
Oga Tea & Dining,https://www.sunwaypyramid.com/static/shops/ae072c4f9eca6d96bf716dbaaad50577/w768-crop.jpg,https://www.sunwaypyramid.com/directory/oga-tea-and-dining,https://www.sunwaypyramid.com/static/shops/8b5e53c21f3cd480b1e1d04ac4080949/w768.png,Food & Beverages,"OGA, a Japanese Premium Tea-Centric Brand. We invites you to a world where contemporary living and authentic Japanese tea culture harmonize.",LG1.122C (Lower Ground 1 Floor)
Ogawa,https://www.sunwaypyramid.com/static/shops/d85b530c305f568c2254777e69430d8f/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/ogawa,https://www.sunwaypyramid.com/static/shops/5aec49296dda6aeddcdbc56ce9c9a951/w768.png,Health & Wellness,World-class massage chairs and wellness technologies.,LG2.071 (Lower Ground 2 Floor)
Ogival,https://www.sunwaypyramid.com/static/shops/e605f7b85ae1d6a792d3384e041b7c00/w768-crop.jpg,https://www.sunwaypyramid.com/directory/ogival,https://www.sunwaypyramid.com/static/shops/cd98a9c70d3903e72900409a0ace6309/w768.png,Fashion,"Ogival has been outfitting pool-lovers and beach-goers for the last 20 years. The swim collection includes bikinis, tankinis, one-pieces, briefs, trunks, burqinis and wetsuits. The collection also features a stylish range of cover-ups, beach dresses, and swim accessories like goggles, swimming caps, swim boards and floats.
The brand has been the active-wear range that caters to gym-goers, yoga enthusiasts and cycling fans. Featuring trendy designs that appeal to those who require comfort while indulging in sports, this collection incorporates yoga-wear, gym-wear and cycling and exercise shorts.",LG1.107 (Lower Ground 1 Floor)
Ohneul Studio,https://www.sunwaypyramid.com/static/shops/fd7559c0bce3a3680aa366c59ee28428/w768-crop.jpg,https://www.sunwaypyramid.com/directory/ohneul-studio,https://www.sunwaypyramid.com/static/shops/a7e22e3c20a90e93bfb6403d8e58736f/w768.png,Asian Avenue,First Korean style self-photo studio where you can take awesome pictures with provided props such as adorable headbands and ribbons!,F1.AV.162 & 163 (First Floor)
Ohnii,https://www.sunwaypyramid.com/static/shops/73825c49139971568a5f7d9d89cce6ba/w768-crop.jpg,https://www.sunwaypyramid.com/directory/ohnii,https://www.sunwaypyramid.com/static/shops/d656728ded308358e7414e39925ce534/w768.png,Fashion,,F1.81A (First Floor)
Old Nanyang Coffee,https://www.sunwaypyramid.com/static/shops/117a5f9d01e87d5cbd8cfcb42b3b81d5/w768-crop.jpg,https://www.sunwaypyramid.com/directory/old-nanyang-coffee,https://www.sunwaypyramid.com/static/shops/aa463aa60df04aab0e9ca48c029c4074/w768.png,Asian Avenue,"Nanyang is the old name for Southeast Asia. Since the end of the Ming Dynasty, due to the war and poverty, Fujian and Guangdong, mainly people, have drifted across the sea to the south for their livelihood. Malaysia is one of the important destinations for Chinese migration. Its cuisine is generally seasoned with curry, SAMBAL, ASAM and winter spices, with sour and spicy flavours and bright and rich colours. Most of the ingredients are cattle, sheep, chickens, ducks, fish and shrimps. The arrival of the Chinese had added a new demeanour to Malay cuisine, Cantonese morning tea, Cantonese pastries, Wenchang Hainan Chicken Rice… With food as the coordinates, it has witnessed the change of history and culture, creating a special memory of the times. We want to add innovative flavours to the traditional food and Malaysian-friendly styles in the old Nanyang Ocean, which will bring the public a brand-new visual and taste buff food experience and satisfaction. Old Nanyang Coffee is now available in Asian Avenue, Sunway Pyramid.",F1.AV.177 - 181 & F1.AV.193 (First Floor)
Ole-Ole Bali,https://www.sunwaypyramid.com/static/shops/fb283fe3aaf3579ab183a9c5844f4f41/w768-crop.jpeg,https://www.sunwaypyramid.com/directory/ole-ole-bali,https://www.sunwaypyramid.com/static/shops/5d312c4dc1b6607d1739472692faffd9/w768.png,Food & Beverages,"Ole-Ole Bali is best described as ‘an immediate accessible respite from your hectic day’. A dining place for quick dive into a visual and sensory feast.
Our cooking is a collision of ideas, cultures, techniques and gestures. Serving you high crafted delectable Balinese inspired dishes in cozy atmosphere that play along with mellow ambient.
Ole-Ole Bali is where you feel the gesture and flavours of Bali.
Selamat Makan.
Business Hours: 11am-11pm",G1.136 (Ground Floor)
Oltre Moda,https://www.sunwaypyramid.com/static/shops/213aca00fd2bfdc2012028abdcdee221/w768-crop.jpg,https://www.sunwaypyramid.com/directory/oltre-moda,https://www.sunwaypyramid.com/static/shops/440f8027f32a2f69f452b61d47971b07/w768.png,Fashion,Retailing of fashion apparel and related accessories.,LG1.91 (Lower Ground 1 Floor)
